exact_match_accuracy,exact_match_precision,exact_match_recall,exact_match_f1,rouge1_f1,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,levenshtein_sim
0.4011395725767373,1.0,0.4011395725767373,0.5725904548381711,0.42626642382519864,0.42626642382519864,0.8223928809165955,0.7768694162368774,0.7967548370361328,0.5691004754577738
