exact_match_accuracy,exact_match_precision,exact_match_recall,exact_match_f1,rouge1_f1,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,levenshtein_sim
0.2718766187110465,1.0,0.2718766187110465,0.42752042880790353,0.2781481667140096,0.2781481667140096,0.8043023943901062,0.757862389087677,0.7768814563751221,0.43216766960169506
