exact_match_accuracy,exact_match_precision,exact_match_recall,exact_match_f1,rouge1_f1,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,levenshtein_sim
0.38887681946556596,1.0,0.38887681946556596,0.559987486313155,0.4023607792019697,0.4023607792019697,0.8168179392814636,0.7748450636863708,0.7927282452583313,0.5478302947221739
